credito_id,cliente_id,fecha_desembolso,producto_credito,monto_credito,plazo_meses,tasa_interes_mensual,valor_cuota_pactada,canal_originacion,score_interno_originacion,relacion_cuota_ingreso,politica_aprobacion,estado_credito_operativo,tasa_outlier,mora_30,max_dias_mora_6m,pct_pagadas_tiempo,n_cuotas_con_mora,edad,genero,estrato,nivel_educativo,ocupacion,ingreso_mensual_estimado,score_externo,canal_adquisicion,tiene_producto_ahorro,numero_dependientes,dispositivo_principal,score_externo_nulo,edad_sospechosa,total_eventos,dias_activo,logins,pagos_iniciados,pagos_exitosos,pagos_fallidos,consultas_saldo,simulaciones_credito,solicitudes_soporte,pct_exitosos,pct_abandonados,sesion_promedio_seg,tasa_conversion_pago
CR000431,CL00390,2024-11-02,Avance de nómina,1050000,6,0.0291,193000,Aliado,900,0.039,Automática,Finalizado,0,0,0,1.0,0,30,M,6,Posgrado,Empleado,4950000.0,702.0,Referido,False,0,Android,0,0,11,556,2,3,1,0,3,0,2,0.8181818181818182,0.0,146.0,0.3333333333333333
CR000432,CL00391,2025-07-12,Avance de nómina,350000,6,0.0195,62000,App,797,0.0323,Automática,Finalizado,0,0,5,0.8333333333333334,1,27,M,3,Bachiller,Independiente,1920000.0,568.0,Referido,False,2,Android,0,0,10,443,3,0,2,0,3,0,0,0.8,0.2,172.6,0.0
CR000434,CL00394,2025-11-16,Crédito consumo digital,1950000,12,0.0294,195000,Aliado,727,0.1147,Automática,Activo,0,0,0,1.0,0,54,F,3,Universitario,Estudiante,1700000.0,585.0,Campaña digital,True,4,iOS,0,0,18,482,7,3,0,1,5,0,2,0.7777777777777778,0.05555555555555555,130.61111111111111,0.0
CR000435,CL00394,2025-10-22,Crédito consumo digital,1350000,9,0.0309,174000,Web,769,0.1024,Automática,Activo,0,0,4,0.8333333333333334,1,54,F,3,Universitario,Estudiante,1700000.0,585.0,Campaña digital,True,4,iOS,0,0,18,482,7,3,0,1,5,0,2,0.7777777777777778,0.05555555555555555,130.61111111111111,0.0
CR000436,CL00395,2025-09-11,Crédito libre inversión,4650000,12,0.0228,447000,App,803,0.1437,Automática,Activo,0,0,17,0.8333333333333334,1,48,F,1,Bachiller,Empleado,3110000.0,593.0,App orgánico,True,3,Android,0,0,22,1009,5,4,4,0,3,2,3,0.7272727272727273,0.13636363636363635,157.77272727272728,1.0
CR000437,CL00395,2024-02-22,Crédito consumo digital,1550000,9,0.0352,204000,Web,834,0.0656,Automática,Finalizado,0,0,0,1.0,0,48,F,1,Bachiller,Empleado,3110000.0,593.0,App orgánico,True,3,Android,0,0,22,1009,5,4,4,0,3,2,3,0.7272727272727273,0.13636363636363635,157.77272727272728,1.0
CR000438,CL00395,2025-03-28,Crédito consumo digital,1950000,9,0.0329,254000,App,842,0.0817,Automática,Finalizado,0,0,6,0.6666666666666666,2,48,F,1,Bachiller,Empleado,3110000.0,593.0,App orgánico,True,3,Android,0,0,22,1009,5,4,4,0,3,2,3,0.7272727272727273,0.13636363636363635,157.77272727272728,1.0
CR000440,CL00398,2025-07-24,Crédito consumo digital,550000,12,0.0278,55000,App,719,0.1222,Automática,Mora severa,0,0,7,0.8333333333333334,1,50,F,1,Universitario,Desempleado,450000.0,465.0,App orgánico,False,1,Android,0,0,4,160,1,2,0,0,1,0,0,0.75,0.25,213.25,0.0
CR000441,CL00399,2025-01-03,Microcrédito,1100000,6,0.0346,206000,App,798,0.1177,Automática,Mora moderada,0,1,59,0.8333333333333334,1,35,M,2,Técnico/Tecnólogo,Independiente,1750000.0,588.0,Aliado comercial,False,1,Android,0,0,13,511,5,1,2,1,2,1,1,0.7692307692307693,0.07692307692307693,164.53846153846155,2.0
CR000442,CL00399,2025-01-03,Crédito consumo digital,1350000,18,0.0367,104000,App,829,0.0594,Automática,Mora severa,0,0,0,1.0,0,35,M,2,Técnico/Tecnólogo,Independiente,1750000.0,588.0,Aliado comercial,False,1,Android,0,0,13,511,5,1,2,1,2,1,1,0.7692307692307693,0.07692307692307693,164.53846153846155,2.0
CR000443,CL00400,2025-07-30,Crédito consumo digital,1850000,12,0.0258,181000,App,900,0.087,Automática,Activo,0,0,0,1.0,0,48,M,4,Bachiller,Empleado,2080000.0,701.0,App orgánico,False,1,Web,0,0,5,320,2,1,0,0,1,0,1,0.8,0.0,113.4,0.0
CR000444,CL00401,2025-02-12,Crédito libre inversión,6000000,3,0.0312,2126000,App,708,0.9325,Excepción,Finalizado,0,0,11,0.3333333333333333,2,20,F,3,Posgrado,Empleado,2280000.0,555.0,App orgánico,True,0,Web,0,0,17,501,4,3,2,0,4,1,2,0.7647058823529411,0.11764705882352941,110.70588235294117,0.6666666666666666
CR000446,CL00402,2025-12-18,Avance de nómina,1400000,9,0.0284,178000,App,827,0.048,Automática,Activo,0,0,0,1.0,0,30,M,2,Universitario,Microempresario,3710000.0,548.0,App orgánico,False,0,Web,0,0,12,173,3,2,1,0,2,1,2,0.5833333333333334,0.25,154.0,0.5
CR000448,CL00405,2025-10-03,Crédito libre inversión,1950000,6,0.0243,353000,App,798,0.1374,Automática,Mora moderada,0,1,56,0.8333333333333334,1,31,M,3,Técnico/Tecnólogo,Independiente,2570000.0,604.0,Campaña digital,True,0,iOS,0,0,10,975,3,1,1,0,4,0,0,0.9,0.1,139.3,1.0
CR000449,CL00406,2023-07-09,Crédito consumo digital,950000,6,0.12,176000,Call center,854,0.0765,Automática,Finalizado,1,0,0,1.0,0,42,F,4,Universitario,Empleado,2300000.0,643.0,Campaña digital,True,2,Android,0,0,13,1086,3,0,3,0,4,1,1,0.9230769230769231,0.0,220.53846153846155,0.0
CR000450,CL00406,2024-07-27,Crédito consumo digital,3300000,3,0.0344,1177000,App,836,0.5117,Manual,Finalizado,0,0,0,1.0,0,42,F,4,Universitario,Empleado,2300000.0,643.0,Campaña digital,True,2,Android,0,0,13,1086,3,0,3,0,4,1,1,0.9230769230769231,0.0,220.53846153846155,0.0
CR000451,CL00407,2025-05-14,Microcrédito,1500000,12,0.0352,155000,App,783,0.0622,Automática,Activo,0,0,0,1.0,0,25,M,3,Sin información,Empleado,2490000.0,548.0,Campaña digital,False,0,Android,0,0,7,224,1,0,0,0,6,0,0,0.8571428571428571,0.14285714285714285,105.57142857142857,0.0
CR000452,CL00408,2025-07-10,Crédito consumo digital,1250000,6,0.0319,232000,App,884,0.072,Automática,Finalizado,0,0,16,0.8333333333333334,1,35,M,4,Técnico/Tecnólogo,Pensionado,3220000.0,588.0,Aliado comercial,True,0,Android,0,0,5,208,4,0,0,0,1,0,0,1.0,0.0,196.8,0.0
CR000453,CL00410,2024-10-13,Microcrédito,3550000,12,0.0359,369000,Call center,804,0.1157,Automática,Finalizado,0,0,6,0.8333333333333334,1,41,F,1,Universitario,Microempresario,3190000.0,546.0,Call center,True,1,Android,0,0,6,443,1,0,2,0,2,0,0,0.8333333333333334,0.16666666666666666,90.83333333333333,0.0
CR000454,CL00411,2025-09-01,Crédito consumo digital,4050000,3,0.0303,1433000,App,900,0.2334,Automática,Finalizado,0,0,0,1.0,0,43,F,4,Bachiller,Empleado,6140000.0,816.0,Campaña digital,True,0,iOS,0,0,13,298,3,1,1,1,4,1,2,0.5384615384615384,0.23076923076923078,134.69230769230768,1.0
CR000455,CL00412,2026-01-15,Crédito consumo digital,800000,6,0.029,147000,App,873,0.0782,Automática,Activo,0,0,0,0.75,0,25,F,2,Bachiller,Microempresario,1880000.0,545.0,App orgánico,False,0,Android,0,0,13,210,2,2,3,1,5,0,0,0.7692307692307693,0.15384615384615385,156.30769230769232,1.5
CR000456,CL00412,2026-02-12,Microcrédito,1500000,12,0.0279,149000,App,805,0.0793,Automática,Activo,0,0,6,0.0,2,25,F,2,Bachiller,Microempresario,1880000.0,545.0,App orgánico,False,0,Android,0,0,13,210,2,2,3,1,5,0,0,0.7692307692307693,0.15384615384615385,156.30769230769232,1.5
CR000457,CL00413,2024-05-27,Crédito libre inversión,1250000,3,0.0243,437000,App,719,0.2241,Automática,Finalizado,0,0,0,1.0,0,21,F,2,Sin información,Comerciante,1950000.0,530.0,App orgánico,False,2,Android,0,0,15,885,5,1,1,1,6,0,0,0.8,0.13333333333333333,193.6,1.0
CR000458,CL00413,2025-04-17,Crédito consumo digital,1450000,6,0.0238,262000,Aliado,811,0.1344,Automática,Mora moderada,0,1,41,0.5,3,21,F,2,Sin información,Comerciante,1950000.0,530.0,App orgánico,False,2,Android,0,0,15,885,5,1,1,1,6,0,0,0.8,0.13333333333333333,193.6,1.0
CR000459,CL00414,2025-07-31,Microcrédito,4800000,12,0.031,485000,App,623,0.1488,Automática,Activo,0,0,0,1.0,0,49,M,2,Técnico/Tecnólogo,Empleado,3260000.0,588.0,Campaña digital,False,0,Android,1,0,4,267,0,2,1,0,1,0,0,1.0,0.0,149.25,0.5
CR000460,CL00415,2024-06-24,Crédito consumo digital,900000,24,0.0228,49000,Web,758,0.0206,Automática,Activo,0,0,20,0.8333333333333334,1,39,M,2,Sin información,Microempresario,2380000.0,513.0,Aliado comercial,False,0,Android,0,0,13,778,6,1,0,0,5,0,1,0.9230769230769231,0.0,150.46153846153845,0.0
CR000461,CL00415,2025-08-21,Microcrédito,3400000,6,0.0389,646000,Web,774,0.2714,Automática,Finalizado,0,0,17,0.6666666666666666,2,39,M,2,Sin información,Microempresario,2380000.0,513.0,Aliado comercial,False,0,Android,0,0,13,778,6,1,0,0,5,0,1,0.9230769230769231,0.0,150.46153846153845,0.0
CR000462,CL00416,2025-06-01,Crédito consumo digital,1650000,12,0.0358,172000,Aliado,874,0.0435,Automática,Activo,0,0,0,1.0,0,29,F,1,Bachiller,Comerciante,3950000.0,610.0,App orgánico,True,2,iOS,0,0,14,991,6,0,3,1,3,0,1,0.7857142857142857,0.07142857142857142,122.78571428571429,0.0
CR000463,CL00416,2023-11-20,Avance de nómina,1200000,12,0.0249,117000,App,900,0.0296,Automática,Finalizado,0,0,0,1.0,0,29,F,1,Bachiller,Comerciante,3950000.0,610.0,App orgánico,True,2,iOS,0,0,14,991,6,0,3,1,3,0,1,0.7857142857142857,0.07142857142857142,122.78571428571429,0.0
CR000464,CL00417,2024-05-27,Microcrédito,2500000,6,0.0302,462000,App,900,0.14,Automática,Mora severa,0,1,109,0.8333333333333334,1,52,M,2,Técnico/Tecnólogo,Comerciante,3300000.0,634.0,Aliado comercial,True,4,Android,0,0,28,929,8,3,2,1,8,0,3,0.75,0.10714285714285714,164.5,0.6666666666666666
CR000465,CL00417,2023-10-15,Crédito consumo digital,450000,18,0.0355,34000,Aliado,900,0.0103,Automática,Finalizado,0,0,0,1.0,0,52,M,2,Técnico/Tecnólogo,Comerciante,3300000.0,634.0,Aliado comercial,True,4,Android,0,0,28,929,8,3,2,1,8,0,3,0.75,0.10714285714285714,164.5,0.6666666666666666
CR000466,CL00417,2026-01-26,Microcrédito,2050000,6,0.0385,389000,Call center,869,0.1179,Automática,Activo,0,0,4,0.6666666666666666,1,52,M,2,Técnico/Tecnólogo,Comerciante,3300000.0,634.0,Aliado comercial,True,4,Android,0,0,28,929,8,3,2,1,8,0,3,0.75,0.10714285714285714,164.5,0.6666666666666666
CR000467,CL00418,2025-12-31,Crédito libre inversión,1650000,6,0.0269,301000,App,815,0.0865,Automática,Activo,0,0,0,1.0,0,37,F,3,Universitario,Independiente,3480000.0,530.0,Campaña digital,False,0,Android,0,0,8,442,4,0,1,0,2,1,0,0.875,0.125,237.25,0.0
CR000468,CL00420,2024-06-15,Crédito consumo digital,1550000,12,0.0203,147000,App,789,0.0735,Automática,Finalizado,0,0,0,1.0,0,37,M,3,Posgrado,Estudiante,2000000.0,520.0,Aliado comercial,False,2,Android,0,0,7,954,2,2,1,0,2,0,0,0.8571428571428571,0.14285714285714285,116.57142857142857,0.5
CR000470,CL00422,2025-12-12,Crédito consumo digital,3550000,6,0.0223,639000,App,900,0.1551,Automática,Activo,0,0,0,0.8,0,54,F,4,Técnico/Tecnólogo,Microempresario,4120000.0,765.0,Campaña digital,True,2,iOS,0,0,8,321,3,1,0,0,2,0,0,1.0,0.0,114.5,0.0
CR000471,CL00424,2025-09-02,Microcrédito,2500000,9,0.0303,322000,Aliado,776,0.1188,Automática,Activo,0,0,6,0.8333333333333334,1,46,M,1,Posgrado,Empleado,2710000.0,582.0,Referido,False,1,Android,0,0,18,305,4,4,2,0,3,2,2,0.7222222222222222,0.16666666666666666,140.22222222222223,0.5
CR000472,CL00424,2025-12-20,Crédito libre inversión,7150000,24,0.0325,434000,App,810,0.1601,Automática,Mora moderada,0,1,57,0.5,2,46,M,1,Posgrado,Empleado,2710000.0,582.0,Referido,False,1,Android,0,0,18,305,4,4,2,0,3,2,2,0.7222222222222222,0.16666666666666666,140.22222222222223,0.5
CR000473,CL00425,2025-07-24,Avance de nómina,1850000,3,0.0224,644000,App,900,0.1651,Automática,Finalizado,0,0,22,0.6666666666666666,1,42,M,2,Sin información,Empleado,3900000.0,480.0,Aliado comercial,False,0,Android,0,0,3,178,2,0,1,0,0,0,0,0.6666666666666666,0.3333333333333333,136.0,0.0
CR000474,CL00426,2025-10-13,Crédito consumo digital,1800000,9,0.0278,229000,Web,819,0.1487,Automática,Activo,0,0,15,0.5,3,50,M,3,Técnico/Tecnólogo,Conductor/Repartidor,1540000.0,524.0,Campaña digital,True,2,iOS,0,0,7,863,1,1,1,1,2,0,1,0.5714285714285714,0.14285714285714285,159.42857142857142,1.0
CR000475,CL00427,2025-09-05,Crédito consumo digital,1800000,9,0.0303,232000,Web,831,0.0875,Automática,Activo,0,0,4,0.8333333333333334,1,26,M,3,Bachiller,Comerciante,2650000.0,473.0,Call center,False,2,iOS,0,0,14,333,3,1,2,0,5,1,0,0.9285714285714286,0.07142857142857142,162.5,2.0
CR000476,CL00427,2025-11-11,Microcrédito,800000,6,0.0449,155000,Aliado,812,0.0585,Automática,Mora severa,0,1,63,0.16666666666666666,4,26,M,3,Bachiller,Comerciante,2650000.0,473.0,Call center,False,2,iOS,0,0,14,333,3,1,2,0,5,1,0,0.9285714285714286,0.07142857142857142,162.5,2.0
CR000477,CL00428,2025-04-22,Avance de nómina,750000,3,0.028,264000,App,591,0.1217,Manual,Finalizado,0,0,0,1.0,0,43,M,4,Técnico/Tecnólogo,Empleado,2170000.0,588.0,Referido,True,0,Android,1,0,7,367,2,1,1,0,0,0,3,0.5714285714285714,0.0,134.57142857142858,1.0
CR000478,CL00430,2025-09-10,Crédito consumo digital,2650000,12,0.0381,279000,Call center,826,0.0813,Automática,Mora moderada,0,1,32,0.8333333333333334,1,19,F,6,Bachiller,Empleado,3430000.0,630.0,Campaña digital,False,0,Android,0,0,28,103,7,2,4,0,10,2,2,0.8571428571428571,0.07142857142857142,178.67857142857142,2.0
CR000479,CL00430,2026-01-18,Avance de nómina,1150000,9,0.0267,145000,App,900,0.0423,Automática,Activo,0,0,0,1.0,0,19,F,6,Bachiller,Empleado,3430000.0,630.0,Campaña digital,False,0,Android,0,0,28,103,7,2,4,0,10,2,2,0.8571428571428571,0.07142857142857142,178.67857142857142,2.0
CR000480,CL00430,2025-11-03,Avance de nómina,1900000,3,0.0285,670000,Aliado,881,0.1953,Automática,Finalizado,0,0,0,1.0,0,19,F,6,Bachiller,Empleado,3430000.0,630.0,Campaña digital,False,0,Android,0,0,28,103,7,2,4,0,10,2,2,0.8571428571428571,0.07142857142857142,178.67857142857142,2.0
CR000481,CL00431,2023-12-15,Crédito libre inversión,5200000,3,0.0199,1803000,App,763,0.6703,Excepción,Finalizado,0,0,27,0.3333333333333333,2,24,F,2,Universitario,Independiente,2690000.0,491.0,App orgánico,False,0,Android,0,0,20,879,3,5,3,1,5,0,2,0.8,0.05,157.8,0.6
CR000482,CL00431,2025-09-27,Microcrédito,1250000,18,0.0383,97000,App,732,0.0361,Automática,Activo,0,0,4,0.6666666666666666,2,24,F,2,Universitario,Independiente,2690000.0,491.0,App orgánico,False,0,Android,0,0,20,879,3,5,3,1,5,0,2,0.8,0.05,157.8,0.6
CR000483,CL00431,2025-09-21,Crédito consumo digital,800000,3,0.0201,277000,Aliado,820,0.103,Automática,Finalizado,0,0,0,1.0,0,24,F,2,Universitario,Independiente,2690000.0,491.0,App orgánico,False,0,Android,0,0,20,879,3,5,3,1,5,0,2,0.8,0.05,157.8,0.6
CR000484,CL00433,2025-12-24,Crédito consumo digital,1800000,6,0.0323,335000,Web,831,0.0748,Automática,Activo,0,0,0,1.0,0,33,M,6,Sin información,Microempresario,4480000.0,624.0,App orgánico,True,0,Android,0,0,8,227,4,2,0,0,1,0,1,0.75,0.125,187.75,0.0
CR000485,CL00434,2025-08-06,Crédito libre inversión,2350000,12,0.0309,237000,App,569,0.0905,Manual,Activo,0,0,22,0.5,3,43,F,1,Técnico/Tecnólogo,Conductor/Repartidor,2620000.0,588.0,App orgánico,False,0,Android,1,0,11,270,6,0,0,0,3,1,1,0.7272727272727273,0.18181818181818182,121.0909090909091,0.0
CR000487,CL00436,2025-07-27,Crédito consumo digital,700000,3,0.0281,247000,App,774,0.135,Automática,Finalizado,0,0,0,1.0,0,37,M,2,Universitario,Empleado,1830000.0,505.0,Aliado comercial,True,1,Web,0,0,10,993,3,1,0,0,2,1,2,0.8,0.0,92.2,0.0
CR000488,CL00437,2025-04-28,Crédito consumo digital,850000,6,0.0277,156000,Call center,814,0.0796,Automática,Finalizado,0,0,26,0.8333333333333334,1,52,M,3,Sin información,Comerciante,1960000.0,662.0,Referido,False,1,Android,0,0,12,401,2,2,0,2,3,0,1,0.75,0.0,174.08333333333334,0.0
CR000489,CL00438,2024-08-27,Crédito consumo digital,1500000,6,0.0201,268000,App,900,0.077,Automática,Finalizado,0,0,0,1.0,0,22,M,3,Universitario,Empleado,3480000.0,709.0,Aliado comercial,True,1,iOS,0,0,15,501,3,1,3,1,4,0,2,0.7333333333333333,0.06666666666666667,162.06666666666666,3.0
CR000490,CL00438,2025-07-27,Avance de nómina,1000000,6,0.0238,181000,Aliado,900,0.052,Automática,Finalizado,0,0,0,1.0,0,22,M,3,Universitario,Empleado,3480000.0,709.0,Aliado comercial,True,1,iOS,0,0,15,501,3,1,3,1,4,0,2,0.7333333333333333,0.06666666666666667,162.06666666666666,3.0
CR000491,CL00439,2024-10-27,Crédito consumo digital,2000000,3,0.0299,707000,App,874,0.1817,Automática,Mora moderada,0,1,53,0.6666666666666666,1,19,M,2,Universitario,Empleado,3890000.0,624.0,Referido,False,2,Android,0,0,5,101,2,1,0,0,2,0,0,0.8,0.2,161.6,0.0
CR000492,CL00440,2025-07-19,Microcrédito,1600000,18,0.0424,129000,App,766,0.1554,Automática,Mora moderada,0,1,58,0.5,3,35,F,5,Universitario,Desempleado,830000.0,520.0,App orgánico,False,2,iOS,0,0,6,170,2,2,0,1,0,0,1,0.6666666666666666,0.0,115.16666666666667,0.0
CR000493,CL00441,2025-10-24,Microcrédito,500000,6,0.0285,92000,Aliado,756,0.1484,Automática,Mora severa,0,1,108,0.5,3,40,F,3,Bachiller,Desempleado,620000.0,548.0,Call center,False,0,Android,0,0,12,208,6,2,1,0,0,0,0,0.9166666666666666,0.08333333333333333,222.33333333333334,0.5
CR000495,CL00442,2025-10-06,Crédito consumo digital,900000,3,0.0335,320000,App,548,0.1208,Manual,Mora moderada,0,1,32,0.6666666666666666,1,36,F,3,Bachiller,Empleado,2650000.0,588.0,Referido,True,0,iOS,1,0,18,244,4,6,2,1,2,0,1,0.7222222222222222,0.16666666666666666,193.22222222222223,0.3333333333333333
CR000496,CL00442,2025-07-04,Crédito consumo digital,1600000,6,0.0229,288000,Aliado,598,0.1087,Manual,Mora moderada,0,1,42,0.6666666666666666,2,36,F,3,Bachiller,Empleado,2650000.0,588.0,Referido,True,0,iOS,1,0,18,244,4,6,2,1,2,0,1,0.7222222222222222,0.16666666666666666,193.22222222222223,0.3333333333333333
CR000497,CL00443,2025-11-13,Microcrédito,2550000,12,0.0445,279000,Call center,878,0.0883,Automática,Activo,0,0,1,0.6666666666666666,1,19,F,3,Sin información,Conductor/Repartidor,3160000.0,568.0,Campaña digital,False,1,Android,0,0,14,658,3,2,3,0,2,2,1,0.7857142857142857,0.14285714285714285,100.78571428571429,1.5
CR000498,CL00443,2026-01-10,Crédito libre inversión,2800000,3,0.0289,988000,App,859,0.3127,Automática,Mora moderada,0,1,51,0.0,3,19,F,3,Sin información,Conductor/Repartidor,3160000.0,568.0,Campaña digital,False,1,Android,0,0,14,658,3,2,3,0,2,2,1,0.7857142857142857,0.14285714285714285,100.78571428571429,1.5
CR000499,CL00444,2025-09-06,Microcrédito,5000000,9,0.0315,647000,App,898,0.1609,Automática,Activo,0,0,0,1.0,0,35,F,3,Técnico/Tecnólogo,Empleado,4020000.0,676.0,Campaña digital,True,2,iOS,0,0,6,217,2,1,1,0,0,0,2,0.6666666666666666,0.0,146.5,1.0
CR000500,CL00445,2026-02-14,Crédito libre inversión,5050000,9,0.0268,639000,App,825,0.2708,Automática,Activo,0,0,0,0.6666666666666666,0,23,M,3,Bachiller,Independiente,2360000.0,604.0,App orgánico,True,4,Android,0,0,10,463,3,0,1,1,4,0,1,0.7,0.1,163.5,0.0
CR000502,CL00447,2025-07-02,Crédito libre inversión,9450000,12,0.0199,893000,Aliado,900,0.1436,Automática,Activo,0,0,0,1.0,0,40,F,3,Técnico/Tecnólogo,Microempresario,6220000.0,815.0,Campaña digital,False,1,Android,0,0,16,786,7,1,3,1,3,1,0,0.875,0.0625,103.1875,3.0
CR000503,CL00447,2024-10-17,Crédito consumo digital,2700000,3,0.0299,954000,App,900,0.1534,Automática,Finalizado,0,0,0,1.0,0,40,F,3,Técnico/Tecnólogo,Microempresario,6220000.0,815.0,Campaña digital,False,1,Android,0,0,16,786,7,1,3,1,3,1,0,0.875,0.0625,103.1875,3.0
CR000504,CL00449,2025-12-16,Crédito consumo digital,500000,12,0.0376,53000,App,628,0.0791,Automática,Mora moderada,0,1,45,0.0,4,31,M,1,Sin información,Desempleado,670000.0,389.0,App orgánico,False,0,Android,0,0,12,217,3,1,2,0,2,3,0,0.8333333333333334,0.16666666666666666,174.16666666666666,2.0
CR000505,CL00449,2025-12-26,Crédito libre inversión,400000,3,0.0214,139000,App,689,0.2075,Automática,Finalizado,0,0,29,0.0,3,31,M,1,Sin información,Desempleado,670000.0,389.0,App orgánico,False,0,Android,0,0,12,217,3,1,2,0,2,3,0,0.8333333333333334,0.16666666666666666,174.16666666666666,2.0
CR000507,CL00450,2025-06-12,Crédito consumo digital,1750000,9,0.0212,216000,App,860,0.0774,Automática,Finalizado,0,0,0,1.0,0,25,No informa,1,Posgrado,Comerciante,2790000.0,529.0,Referido,False,1,Android,0,0,21,400,7,1,2,0,7,2,2,0.7142857142857143,0.19047619047619047,194.0,2.0
CR000508,CL00451,2024-11-22,Crédito consumo digital,1100000,6,0.0374,208000,Aliado,900,0.1189,Automática,Finalizado,0,0,0,1.0,0,35,F,2,Bachiller,Empleado,1750000.0,598.0,Referido,True,3,Android,0,0,8,1069,3,2,1,0,1,0,1,0.75,0.125,155.25,0.5
CR000509,CL00452,2025-11-01,Crédito consumo digital,650000,12,0.0326,66000,App,897,0.0278,Automática,Activo,0,0,4,0.8333333333333334,1,46,M,2,Técnico/Tecnólogo,Microempresario,2370000.0,545.0,App orgánico,False,2,Android,0,0,18,924,6,3,3,0,3,0,3,0.5555555555555556,0.2777777777777778,152.44444444444446,1.0
CR000510,CL00453,2024-03-01,Crédito consumo digital,1450000,6,0.0219,261000,App,795,0.0853,Automática,Finalizado,0,0,0,1.0,0,26,M,4,Universitario,Conductor/Repartidor,3060000.0,556.0,Campaña digital,False,3,Android,0,0,13,847,5,3,3,0,2,0,0,0.8461538461538461,0.15384615384615385,183.23076923076923,1.0
CR000511,CL00453,2023-12-29,Crédito libre inversión,3500000,12,0.0246,340000,Web,861,0.1111,Automática,Finalizado,0,0,26,0.8333333333333334,1,26,M,4,Universitario,Conductor/Repartidor,3060000.0,556.0,Campaña digital,False,3,Android,0,0,13,847,5,3,3,0,2,0,0,0.8461538461538461,0.15384615384615385,183.23076923076923,1.0
CR000512,CL00454,2025-06-24,Avance de nómina,2150000,12,0.0263,211000,App,887,0.0643,Automática,Activo,0,0,0,1.0,0,41,M,2,Bachiller,Empleado,3280000.0,574.0,Campaña digital,False,0,Android,0,0,8,384,2,0,1,0,2,0,0,0.875,0.125,184.5,0.0
CR000513,CL00456,2025-06-16,Crédito libre inversión,8850000,6,0.0245,1604000,Aliado,854,1.2,Manual,Mora severa,0,1,63,0.6666666666666666,2,28,M,5,Técnico/Tecnólogo,Empleado,3490000.0,681.0,Campaña digital,True,2,Android,0,0,11,663,2,1,0,1,4,0,2,0.5454545454545454,0.18181818181818182,207.0909090909091,0.0
CR000514,CL00458,2026-01-26,Microcrédito,4450000,9,0.0428,606000,Web,900,0.115,Automática,Activo,0,0,0,1.0,0,26,F,4,Universitario,Empleado,5270000.0,661.0,Campaña digital,False,1,iOS,0,0,11,192,5,0,3,0,1,1,0,1.0,0.0,146.0,0.0
CR000515,CL00458,2026-01-28,Crédito consumo digital,3050000,18,0.0202,204000,Web,900,0.0387,Automática,Activo,0,0,0,1.0,0,26,F,4,Universitario,Empleado,5270000.0,661.0,Campaña digital,False,1,iOS,0,0,11,192,5,0,3,0,1,1,0,1.0,0.0,146.0,0.0
CR000516,CL00459,2025-10-15,Avance de nómina,4100000,12,0.0231,395000,Aliado,900,0.0434,Automática,Activo,0,0,0,1.0,0,30,F,5,Bachiller,Empleado,9110000.0,850.0,Campaña digital,True,0,iOS,0,0,8,272,3,1,1,2,1,0,0,0.5,0.25,162.5,1.0
CR000517,CL00460,2025-12-01,Avance de nómina,550000,9,0.0218,68000,App,803,0.0289,Automática,Activo,0,0,0,0.8,0,24,M,3,Bachiller,Empleado,2350000.0,623.0,App orgánico,True,1,iOS,0,0,14,109,3,3,2,0,2,0,3,0.6428571428571429,0.14285714285714285,136.85714285714286,0.6666666666666666
